movement_id,movement_date,sku,warehouse_id,movement_type,quantity,reference_id,notes
MOV00001748,2026-04-02,SKU01178,WH003,sale_out,-1,TXN00010455,
MOV00001749,2026-04-02,SKU01174,WH001,sale_out,-1,TXN00010358,
MOV00001750,2026-04-02,SKU01035,WH001,sale_out,-1,TXN00010248,
MOV00001751,2026-04-02,SKU01068,WH004,sale_out,-2,TXN00010392,
MOV00001752,2026-04-02,SKU01186,WH003,sale_out,-1,TXN00010501,
MOV00001753,2026-04-02,SKU01028,WH004,sale_out,-3,TXN00010181,
MOV00001754,2026-04-02,SKU01020,WH002,sale_out,-1,TXN00010374,
MOV00001755,2026-04-02,SKU01157,WH004,sale_out,-1,TXN00010036,
MOV00001756,2026-04-02,SKU01115,WH001,sale_out,-1,TXN00010506,
MOV00001757,2026-04-02,SKU01237,WH001,sale_out,-1,TXN00010549,
MOV00001758,2026-04-02,SKU01060,WH001,sale_out,-1,TXN00010443,
MOV00001759,2026-04-02,SKU01066,WH001,sale_out,-1,TXN00010463,
MOV00001760,2026-04-02,SKU01079,WH001,sale_out,-1,TXN00010022,
MOV00001761,2026-04-02,SKU01221,WH003,sale_out,-1,TXN00010002,
MOV00001762,2026-04-02,SKU01168,WH001,sale_out,-3,TXN00010454,
MOV00001763,2026-04-02,SKU01178,WH001,sale_out,-1,TXN00010529,
MOV00001764,2026-04-02,SKU01033,WH004,sale_out,-1,TXN00010211,
MOV00001765,2026-04-02,SKU01001,WH001,sale_out,-1,TXN00010126,
MOV00001766,2026-04-02,SKU99000,WH001,sale_out,-2,TXN00010193,
MOV00001767,2026-04-02,SKU01092,WH001,sale_out,-1,TXN00010253,
MOV00001768,2026-04-02,SKU01024,WH002,sale_out,-1,TXN00010489,
MOV00001769,2026-04-02,SKU01228,WH001,sale_out,-1,TXN00010437,
MOV00001770,2026-04-02,SKU01012,WH001,sale_out,-1,TXN00010328,
MOV00001771,2026-04-02,SKU01246,WH001,sale_out,-2,TXN00010416,
MOV00001772,2026-04-02,SKU01226,WH002,sale_out,-1,TXN00010367,
MOV00001773,2026-04-02,SKU01252,WH001,sale_out,-1,TXN00010383,
MOV00001774,2026-04-02,SKU01128,WH002,sale_out,-1,TXN00010518,
MOV00001775,2026-04-02,SKU01046,WH001,sale_out,-2,TXN00010491,
MOV00001776,2026-04-02,SKU01037,WH001,receipt,1,TXN00010159,Customer return
MOV00001777,2026-04-02,SKU01014,WH001,sale_out,-1,TXN00010499,
MOV00001778,2026-04-02,SKU01086,WH003,sale_out,-1,TXN00010220,
MOV00001779,2026-04-02,SKU01043,WH001,sale_out,-2,TXN00010170,
MOV00001780,2026-04-02,SKU01174,WH001,sale_out,-3,TXN00010040,
MOV00001781,2026-04-02,SKU01232,WH001,sale_out,-2,TXN00010274,
MOV00001782,2026-04-02,SKU01157,WH001,sale_out,-1,TXN00010530,
MOV00001783,2026-04-02,SKU01184,WH001,sale_out,-3,TXN00010064,
MOV00001784,2026-04-02,SKU01042,WH002,sale_out,-1,TXN00010299,
MOV00001785,2026-04-02,SKU01038,WH002,sale_out,-1,TXN00010465,
MOV00001786,2026-04-02,SKU01128,WH004,sale_out,-1,TXN00010325,
MOV00001787,2026-04-02,SKU01067,WH004,sale_out,-2,TXN00010109,
MOV00001788,2026-04-02,SKU01053,WH001,sale_out,-2,TXN00010452,
MOV00001789,2026-04-02,SKU01090,WH002,sale_out,-1,TXN00010028,
MOV00001790,2026-04-02,SKU01172,WH001,sale_out,-1,TXN00010547,
MOV00001791,2026-04-02,SKU01088,WH001,sale_out,-1,TXN00010363,
MOV00001792,2026-04-02,SKU01124,WH001,sale_out,-2,TXN00010497,
MOV00001793,2026-04-02,SKU01042,WH004,sale_out,-1,TXN00010157,
MOV00001794,2026-04-02,SKU01192,WH001,sale_out,-1,TXN00010167,
MOV00001795,2026-04-02,SKU01047,WH001,sale_out,-1,TXN00010585,
MOV00001796,2026-04-02,SKU01052,WH001,sale_out,-3,TXN00010023,
MOV00001797,2026-04-02,SKU01023,WH003,sale_out,-1,TXN00010492,
MOV00001798,2026-04-02,SKU01122,WH001,sale_out,-3,TXN00010552,
MOV00001799,2026-04-02,SKU01115,WH003,sale_out,-1,TXN00010208,
MOV00001800,2026-04-02,SKU01002,WH001,sale_out,-3,TXN00010565,
MOV00001801,2026-04-02,SKU01133,WH001,receipt,1,TXN00010397,Customer return
MOV00001802,2026-04-02,SKU01016,WH004,sale_out,-1,TXN00010290,
MOV00001803,2026-04-02,SKU01070,WH001,sale_out,-1,TXN00010396,
MOV00001804,2026-04-02,SKU01021,WH002,sale_out,-2,TXN00010072,
MOV00001805,2026-04-02,SKU01070,WH001,sale_out,-1,TXN00010199,
MOV00001806,2026-04-02,SKU01152,WH003,sale_out,-1,TXN00010477,
MOV00001807,2026-04-02,SKU01243,WH004,sale_out,-1,TXN00010200,
MOV00001808,2026-04-02,SKU01234,WH001,sale_out,-1,TXN00010345,
MOV00001809,2026-04-02,SKU01245,WH003,sale_out,-1,TXN00010496,
MOV00001810,2026-04-02,SKU01042,WH003,sale_out,-1,TXN00010421,
MOV00001811,2026-04-02,SKU01213,WH003,sale_out,-2,TXN00010096,
MOV00001812,2026-04-02,SKU01014,WH001,sale_out,-1,TXN00010302,
MOV00001813,2026-04-02,SKU01087,WH003,receipt,1,TXN00010188,Customer return
MOV00001814,2026-04-02,SKU01009,WH002,sale_out,-2,TXN00010278,
MOV00001815,2026-04-02,SKU01143,WH002,sale_out,-1,TXN00010221,
MOV00001816,2026-04-02,SKU01226,WH001,sale_out,-2,TXN00010185,
MOV00001817,2026-04-02,SKU01059,WH001,receipt,1,TXN00010462,Customer return
MOV00001818,2026-04-02,SKU01175,WH001,receipt,1,TXN00010369,Customer return
MOV00001819,2026-04-02,SKU01059,WH004,sale_out,-1,TXN00010451,
MOV00001820,2026-04-02,SKU01018,WH004,sale_out,-1,TXN00010240,
MOV00001821,2026-04-02,SKU01173,WH001,sale_out,-1,TXN00010067,
MOV00001822,2026-04-02,SKU01218,WH001,sale_out,-1,TXN00010433,
MOV00001823,2026-04-02,SKU01010,WH001,sale_out,-1,TXN00010521,
MOV00001824,2026-04-02,SKU01244,WH001,sale_out,-3,TXN00010147,
MOV00001825,2026-04-02,SKU01007,WH001,sale_out,-1,TXN00010412,
MOV00001826,2026-04-02,SKU01213,WH001,sale_out,-1,TXN00010385,
MOV00001827,2026-04-02,SKU01139,WH003,sale_out,-1,TXN00010212,
MOV00001828,2026-04-02,SKU01034,WH001,sale_out,-1,TXN00010149,
MOV00001829,2026-04-02,SKU01087,WH004,sale_out,-2,TXN00010142,
MOV00001830,2026-04-02,SKU01225,WH004,sale_out,-1,TXN00010591,
MOV00001831,2026-04-02,SKU01117,WH003,sale_out,-1,TXN00010018,
MOV00001832,2026-04-02,SKU01172,WH004,sale_out,-1,TXN00010223,
MOV00001833,2026-04-02,SKU01182,WH003,sale_out,-1,TXN00010307,
MOV00001834,2026-04-02,SKU01026,WH001,sale_out,-1,TXN00010266,
MOV00001835,2026-04-02,SKU01139,WH001,sale_out,-1,TXN00010235,
MOV00001836,2026-04-02,SKU01008,WH004,sale_out,-1,TXN00010154,
MOV00001837,2026-04-02,SKU01007,WH004,sale_out,-3,TXN00010588,
MOV00001838,2026-04-02,SKU01121,WH001,sale_out,-1,TXN00010092,
MOV00001839,2026-04-02,SKU01121,WH001,sale_out,-1,TXN00010110,
MOV00001840,2026-04-02,SKU01118,WH001,receipt,1,TXN00010151,Customer return
MOV00001841,2026-04-02,SKU01226,WH004,sale_out,-2,TXN00010224,
MOV00001842,2026-04-02,SKU01086,WH001,sale_out,-1,TXN00010484,
MOV00001843,2026-04-02,SKU01176,WH003,sale_out,-2,TXN00010480,
MOV00001844,2026-04-02,SKU01071,WH004,sale_out,-1,TXN00010089,
MOV00001845,2026-04-02,SKU01006,WH001,sale_out,-1,TXN00010539,
MOV00001846,2026-04-02,SKU01198,WH001,sale_out,-1,TXN00010571,
MOV00001847,2026-04-02,SKU01227,WH003,sale_out,-1,TXN00010003,
MOV00001848,2026-04-02,SKU01093,WH001,sale_out,-1,TXN00010062,
MOV00001849,2026-04-02,SKU01033,WH003,sale_out,-1,TXN00010301,
MOV00001850,2026-04-02,SKU01063,WH001,sale_out,-1,TXN00010596,
MOV00001851,2026-04-02,SKU01150,WH003,sale_out,-1,TXN00010088,
MOV00001852,2026-04-02,SKU01004,WH004,sale_out,-1,TXN00010516,
MOV00001853,2026-04-02,SKU01245,WH004,sale_out,-1,TXN00010298,
MOV00001854,2026-04-02,SKU01233,WH003,sale_out,-1,TXN00010069,
MOV00001855,2026-04-02,SKU01142,WH001,sale_out,-1,TXN00010590,
MOV00001856,2026-04-02,SKU01199,WH001,sale_out,-1,TXN00010336,
MOV00001857,2026-04-02,SKU01252,WH001,sale_out,-1,TXN00010436,
MOV00001858,2026-04-02,SKU01205,WH002,sale_out,-1,TXN00010556,
MOV00001859,2026-04-02,SKU01071,WH001,sale_out,-1,TXN00010222,
MOV00001860,2026-04-02,SKU01159,WH002,sale_out,-1,TXN00010156,
MOV00001861,2026-04-02,SKU01085,WH003,sale_out,-3,TXN00010115,
MOV00001862,2026-04-02,SKU01047,WH003,sale_out,-1,TXN00010362,
MOV00001863,2026-04-02,SKU01143,WH001,sale_out,-1,TXN00010019,
MOV00001864,2026-04-02,SKU01122,WH001,sale_out,-1,TXN00010419,
MOV00001865,2026-04-02,SKU01165,WH002,sale_out,-1,TXN00010113,
MOV00001866,2026-04-02,SKU01027,WH001,sale_out,-1,TXN00010487,
MOV00001867,2026-04-02,SKU01018,WH003,sale_out,-1,TXN00010179,
MOV00001868,2026-04-02,SKU01226,WH001,sale_out,-1,TXN00010344,
MOV00001869,2026-04-02,SKU01044,WH001,sale_out,-1,TXN00010054,
MOV00001870,2026-04-02,SKU01091,WH003,sale_out,-1,TXN00010158,
MOV00001871,2026-04-02,SKU01232,WH003,sale_out,-2,TXN00010094,
MOV00001872,2026-04-02,SKU01015,WH001,sale_out,-1,TXN00010524,
MOV00001873,2026-04-02,SKU01077,WH002,sale_out,-1,TXN00010007,
MOV00001874,2026-04-02,SKU01149,WH004,sale_out,-1,TXN00010292,
MOV00001875,2026-04-02,SKU01054,WH001,sale_out,-2,TXN00010262,
MOV00001876,2026-04-02,SKU01126,WH001,sale_out,-2,TXN00010361,
MOV00001877,2026-04-02,SKU01050,WH001,sale_out,-2,TXN00010071,
MOV00001878,2026-04-02,SKU01061,WH003,sale_out,-1,TXN00010420,
MOV00001879,2026-04-02,SKU01184,WH001,sale_out,-2,TXN00010365,
MOV00001880,2026-04-02,SKU01100,WH003,sale_out,-1,TXN00010373,
MOV00001881,2026-04-02,SKU01156,WH001,sale_out,-2,TXN00010239,
MOV00001882,2026-04-02,SKU01093,WH001,sale_out,-1,TXN00010131,
MOV00001883,2026-04-02,SKU01195,WH002,sale_out,-2,TXN00010308,
MOV00001884,2026-04-02,SKU01203,WH003,sale_out,-1,TXN00010536,
MOV00001885,2026-04-02,SKU01252,WH001,sale_out,-1,TXN00010103,
MOV00001886,2026-04-02,SKU01247,WH001,sale_out,-1,TXN00010085,
MOV00001887,2026-04-02,SKU01155,WH004,sale_out,-1,TXN00010201,
MOV00001888,2026-04-02,SKU01181,WH004,sale_out,-1,TXN00010321,
MOV00001889,2026-04-02,SKU01224,WH004,sale_out,-1,TXN00010333,
MOV00001890,2026-04-02,SKU01219,WH001,sale_out,-1,TXN00010260,
MOV00001891,2026-04-02,SKU01033,WH001,sale_out,-1,TXN00010006,
MOV00001892,2026-04-02,SKU01021,WH003,sale_out,-1,TXN00010564,
MOV00001893,2026-04-02,SKU01044,WH001,sale_out,-1,TXN00010426,
MOV00001894,2026-04-02,SKU01174,WH003,sale_out,-1,TXN00010364,
MOV00001895,2026-04-02,SKU01040,WH001,sale_out,-1,TXN00010209,
MOV00001896,2026-04-02,SKU01090,WH001,sale_out,-1,TXN00010100,
MOV00001897,2026-04-02,SKU01130,WH001,sale_out,-1,TXN00010032,
MOV00001898,2026-04-02,SKU01249,WH004,sale_out,-2,TXN00010025,
MOV00001899,2026-04-02,SKU01211,WH004,sale_out,-2,TXN00010259,
MOV00001900,2026-04-02,SKU01189,WH004,sale_out,-1,TXN00010380,
MOV00001901,2026-04-02,SKU01034,WH001,sale_out,-1,TXN00010418,
MOV00001902,2026-04-02,SKU01140,WH003,sale_out,-1,TXN00010175,
MOV00001903,2026-04-02,SKU01074,WH001,sale_out,-1,TXN00010010,
MOV00001904,2026-04-02,SKU01120,WH001,sale_out,-1,TXN00010583,
MOV00001905,2026-04-02,SKU01084,WH003,sale_out,-1,TXN00010270,
MOV00001906,2026-04-02,SKU01182,WH003,sale_out,-1,TXN00010567,
MOV00001907,2026-04-02,SKU01048,WH001,sale_out,-1,TXN00010494,
MOV00001908,2026-04-02,SKU01155,WH002,sale_out,-1,TXN00010589,
MOV00001909,2026-04-02,SKU01212,WH002,sale_out,-1,TXN00010093,
MOV00001910,2026-04-02,SKU01067,WH001,sale_out,-1,TXN00010026,
MOV00001911,2026-04-02,SKU01032,WH001,sale_out,-1,TXN00010343,
MOV00001912,2026-04-02,SKU01064,WH001,sale_out,-1,TXN00010004,
MOV00001913,2026-04-02,SKU01227,WH004,sale_out,-1,TXN00010522,
MOV00001914,2026-04-02,SKU01241,WH002,sale_out,-2,TXN00010250,
MOV00001915,2026-04-02,SKU01045,WH001,sale_out,-2,TXN00010375,
MOV00001916,2026-04-02,SKU01230,WH001,sale_out,-1,TXN00010233,
MOV00001917,2026-04-02,SKU01155,WH002,sale_out,-1,TXN00010080,
MOV00001918,2026-04-02,SKU01103,WH004,sale_out,-1,TXN00010228,
MOV00001919,2026-04-02,SKU01204,WH002,sale_out,-1,TXN00010543,
MOV00001920,2026-04-02,SKU01142,WH001,sale_out,-2,TXN00010161,
MOV00001921,2026-04-02,SKU01221,WH004,sale_out,-1,TXN00010249,
MOV00001922,2026-04-02,SKU01137,WH004,sale_out,-1,TXN00010286,
MOV00001923,2026-04-02,SKU01210,WH001,receipt,1,TXN00010318,Customer return
MOV00001924,2026-04-02,SKU01240,WH002,sale_out,-1,TXN00010356,
MOV00001925,2026-04-02,SKU01158,WH001,sale_out,-1,TXN00010166,
MOV00001926,2026-04-02,SKU01122,WH004,sale_out,-1,TXN00010077,
MOV00001927,2026-04-02,SKU01138,WH003,sale_out,-1,TXN00010423,
MOV00001928,2026-04-02,SKU01073,WH001,sale_out,-1,TXN00010204,
MOV00001929,2026-04-02,SKU01148,WH003,sale_out,-1,TXN00010152,
MOV00001930,2026-04-02,SKU01126,WH001,sale_out,-1,TXN00010471,
MOV00001931,2026-04-02,SKU01025,WH001,sale_out,-1,TXN00010341,
MOV00001932,2026-04-02,SKU01197,WH001,sale_out,-2,TXN00010320,
MOV00001933,2026-04-02,SKU01077,WH001,sale_out,-1,TXN00010145,
MOV00001934,2026-04-02,SKU01026,WH001,sale_out,-1,TXN00010468,
MOV00001935,2026-04-02,SKU01060,WH004,sale_out,-1,TXN00010368,
MOV00001936,2026-04-02,SKU01052,WH002,sale_out,-1,TXN00010029,
MOV00001937,2026-04-02,SKU01040,WH004,sale_out,-2,TXN00010264,
MOV00001938,2026-04-02,SKU01230,WH003,sale_out,-1,TXN00010576,
MOV00001939,2026-04-02,SKU01233,WH004,sale_out,-1,TXN00010078,
MOV00001940,2026-04-02,SKU01124,WH003,sale_out,-2,TXN00010293,
MOV00001941,2026-04-02,SKU01151,WH001,sale_out,-1,TXN00010056,
MOV00001942,2026-04-02,SKU01005,WH002,sale_out,-1,TXN00010237,
MOV00001943,2026-04-02,SKU01130,WH003,sale_out,-1,TXN00010013,
MOV00001944,2026-04-02,SKU01239,WH001,sale_out,-1,TXN00010051,
MOV00001945,2026-04-02,SKU01090,WH002,sale_out,-1,TXN00010281,
MOV00001946,2026-04-02,SKU01143,WH004,sale_out,-1,TXN00010430,
MOV00001947,2026-04-02,SKU01090,WH002,sale_out,-1,TXN00010182,
MOV00001948,2026-04-02,SKU01208,WH003,sale_out,-2,TXN00010339,
MOV00001949,2026-04-02,SKU01141,WH001,sale_out,-1,TXN00010164,
MOV00001950,2026-04-02,SKU01156,WH001,sale_out,-1,TXN00010057,
MOV00001951,2026-04-02,SKU01162,WH004,sale_out,-1,TXN00010173,
MOV00001952,2026-04-02,SKU01108,WH004,sale_out,-1,TXN00010570,
MOV00001953,2026-04-02,SKU01180,WH003,sale_out,-1,TXN00010382,
MOV00001954,2026-04-02,SKU01218,WH001,sale_out,-3,TXN00010407,
MOV00001955,2026-04-02,SKU01186,WH001,sale_out,-1,TXN00010133,
MOV00001956,2026-04-02,SKU01174,WH003,sale_out,-1,TXN00010403,
MOV00001957,2026-04-02,SKU01026,WH003,sale_out,-1,TXN00010538,
MOV00001958,2026-04-02,SKU01021,WH004,sale_out,-1,TXN00010119,
MOV00001959,2026-04-02,SKU01051,WH001,sale_out,-3,TXN00010205,
MOV00001960,2026-04-02,SKU01031,WH004,sale_out,-2,TXN00010171,
MOV00001961,2026-04-02,SKU01227,WH001,sale_out,-1,TXN00010265,
MOV00001962,2026-04-02,SKU01175,WH001,sale_out,-1,TXN00010545,
MOV00001963,2026-04-02,SKU01251,WH001,sale_out,-3,TXN00010014,
MOV00001964,2026-04-02,SKU01088,WH001,sale_out,-1,TXN00010409,
MOV00001965,2026-04-02,SKU01022,WH001,sale_out,-1,TXN00010578,
MOV00001966,2026-04-02,SKU01074,WH004,sale_out,-1,TXN00010086,
MOV00001967,2026-04-02,SKU01186,WH001,sale_out,-1,TXN00010312,
MOV00001968,2026-04-02,SKU01236,WH001,sale_out,-1,TXN00010118,
MOV00001969,2026-04-02,SKU01225,WH001,sale_out,-1,TXN00010163,
MOV00001970,2026-04-02,SKU01045,WH001,sale_out,-1,TXN00010015,
MOV00001971,2026-04-02,SKU01206,WH001,sale_out,-1,TXN00010227,
MOV00001972,2026-04-02,SKU01105,WH002,sale_out,-2,TXN00010515,
MOV00001973,2026-04-02,SKU01091,WH002,sale_out,-1,TXN00010440,
MOV00001974,2026-04-02,SKU01196,WH004,sale_out,-1,TXN00010058,
MOV00001975,2026-04-02,SKU01059,WH004,sale_out,-1,TXN00010316,
MOV00001976,2026-04-02,SKU01236,WH003,sale_out,-1,TXN00010581,
MOV00001977,2026-04-02,SKU01160,WH004,sale_out,-1,TXN00010448,
MOV00001978,2026-04-02,SKU01075,WH002,sale_out,-1,TXN00010563,
MOV00001979,2026-04-02,SKU01077,WH002,sale_out,-2,TXN00010473,
