transaction_id,transaction_date,store_id,sku,quantity,unit_price,total_amount,customer_id,payment_method
TXN00010572,2026-04-02,ST013,SKU01182,1,69.95,69.95,CUST13506,AfterPay
TXN00010561,2026-04-02,ST003,SKU01098,1,139.95,139.95,,EFTPOS
TXN00010230,2026-04-02,ST008,SKU01179,1,94.95,94.95,,Card
TXN00010063,2026-04-02,ST004,SKU01150,1,1294.95,1294.95,CUST18418,EFTPOS
TXN00010438,2026-04-02,ST014,SKU01015,-1,3864.95,-3864.95,CUST18434,Online
TXN00010076,2026-04-02,ST004,SKU01235,1,1339.95,1339.95,CUST14175,AfterPay
TXN00010546,2026-04-02,ST005,SKU01086,1,294.95,294.95,CUST17049,Online
TXN00010001,2026-04-02,ST007,SKU01199,1,554.95,554.95,CUST17008,AfterPay
TXN00010340,02/04/2026,ST012, SKU01161 ,1,159.95,159.95,,AfterPay
TXN00010288,2026-04-02,ST009,SKU01037,1,664.95,664.95,CUST18844,AfterPay
TXN00010478,2026-04-02,ST002,SKU01150,1,1294.95,1294.95,CUST16572,Finance
TXN00010359,2026-04-02,ST008,SKU01040,1,2109.95,2109.95,,Card
TXN00010389,2026-04-02,ST013,SKU01229,1,239.95,239.95,CUST15816,AfterPay
TXN00010213,2026-04-02,ST002,SKU01061,1,479.95,479.95,,Finance
TXN00010189,2026-04-02,ST003, SKU01020 ,2,1259.95,2519.9,,AfterPay
TXN00010534,2026-04-02,ST011,SKU01087,1,364.95,364.95,CUST18209,EFTPOS
TXN00010322,2026-04-02,ST012,SKU01178,1,219.95,219.95,CUST18931,Card
TXN00010600,2026-04-02,ST007,SKU01191,1,519.95,519.95,CUST17298,AfterPay
TXN00010232,2026-04-02,ST007,SKU01128,1,459.95,459.95,CUST13930,Finance
TXN00010044,2026-04-02,ST007,SKU01086,1,294.95,294.95,CUST12578,Online
TXN00010481,2026-04-02,ST012,SKU01241,1,2144.95,2144.95,CUST13440,EFTPOS
TXN00010458,2026-04-02,ST003,SKU01224,1,314.95,314.95,CUST10277,EFTPOS
TXN00010180,2026-04-02,ST008,SKU01209,1,869.95,869.95,CUST19062,Finance
TXN00010347,2026-04-02,ST008,SKU01228,-1,329.95,-329.95,,Finance
TXN00010121,02/04/2026,ST007,SKU99000,3,406.65,1219.95,CUST15895,Online
TXN00010455,2026-04-02,ST007,sku01178,1,219.95,219.95,CUST10022,Card
TXN00010358,2026-04-02,ST001,SKU01174,1,329.95,329.95,CUST15611,AfterPay
TXN00010248,2026-04-02,ST004,SKU01035,1,354.95,354.95,CUST16066,Finance
TXN00010392,2026-04-02,ST010,SKU01068,2,384.95,769.9,,Online
TXN00010501,2026-04-02,ST008,SKU01186,1,1279.95,1279.95,CUST11636,Finance
TXN00010181,2026-04-02,ST010,SKU01028,3,1619.95,4859.85,CUST17879,EFTPOS
TXN00010374,2026-04-02,ST006,SKU01020,1,1259.95,1259.95,,Finance
TXN00010036,2026-04-02,ST010,SKU01157,1,589.95,589.95,,Online
TXN00010506,2026-04-02,ST002,SKU01115,1,1234.95,1234.95,CUST12491,AfterPay
TXN00010549,2026-04-02,ST001,SKU01237,1,669.95,669.95,CUST15001,Finance
TXN00010443,2026-04-02,ST002,SKU01060,1,1284.95,1284.95,,EFTPOS
TXN00010463,2026-04-02,ST002,SKU01066,1,254.95,254.95,CUST13204,Online
TXN00010022,02/04/2026,ST004,sku01079,1,129.95,129.95,CUST14732,Online
TXN00010002,2026-04-02,ST008,SKU01221,1,279.95,279.95,CUST18568,EFTPOS
TXN00010454,2026-04-02,ST004,SKU01168,3,234.95,704.85,CUST18257,EFTPOS
TXN00010529,02/04/2026,ST004,SKU01178,1,219.95,219.95,CUST18282,AfterPay
TXN00010211,2026-04-02,ST010,SKU01033,1,754.95,754.95,,Online
TXN00010126,2026-04-02,ST002,SKU01001,1,754.95,754.95,,EFTPOS
TXN00010193,2026-04-02,ST012,SKU99000,2,406.65,813.3,CUST15549,Finance
TXN00010253,2026-04-02,ST013,SKU01092,1,54.95,54.95,CUST18434,Card
TXN00010489,2026-04-02,ST006,SKU01024,1,3519.95,3519.95,CUST16422,Finance
TXN00010437,2026-04-02,ST012,SKU01228,1,329.95,329.95,,Online
TXN00010328,2026-04-02,ST012,SKU01012,1,3249.95,3249.95,CUST13587,Online
TXN00010416,2026-04-02,ST004,SKU01246,2,1149.95,2299.9,CUST12326,Online
TXN00010367,2026-04-02,ST006,sku01226,1,129.95,129.95,CUST13799,Card
TXN00010383,02/04/2026,ST004,SKU01252,1,1234.95,1234.95,CUST15300,Online
TXN00010518,2026-04-02,ST006,SKU01128,1,459.95,459.95,CUST12066,Finance
TXN00010491,2026-04-02,ST014,SKU01046,2,674.95,1349.9,,Finance
TXN00010159,2026-04-02,ST012,SKU01037,-1,664.95,-664.95,CUST14905,EFTPOS
TXN00010499,2026-04-02,ST014,SKU01014,1,1759.95,1759.95,,EFTPOS
TXN00010220,2026-04-02,ST007,SKU01086,1,294.95,294.95,CUST16684,Card
TXN00010170,2026-04-02,ST014,SKU01043,2,579.95,1159.9,CUST16145,EFTPOS
TXN00010040,2026-04-02,ST002,SKU01174,3,329.95,989.85,CUST11030,Online
TXN00010274,2026-04-02,ST014,SKU01232,2,1634.95,3269.9,CUST12664,AfterPay
TXN00010530,2026-04-02,ST014,SKU01157,1,589.95,589.95,CUST19138,AfterPay
TXN00010064,2026-04-02,ST001,SKU01184,3,249.95,749.85,,AfterPay
TXN00010299,2026-04-02,ST006,SKU01042,1,1774.95,1774.95,CUST19968,Online
TXN00010465,2026-04-02,ST006,SKU01038,1,389.95,389.95,CUST13716,Finance
TXN00010325,2026-04-02,ST009,SKU01128,1,459.95,459.95,CUST19666,Online
TXN00010109,02/04/2026,ST011,SKU01067,2,399.95,799.9,CUST11368,AfterPay
TXN00010452,2026-04-02,ST012,SKU01053,2,369.95,739.9,CUST11851,Finance
TXN00010028,2026-04-02,ST006,SKU01090,1,229.95,229.95,CUST15448,Online
TXN00010547,2026-04-02,ST002,SKU01172,1,129.95,129.95,CUST19441,AfterPay
TXN00010363,2026-04-02,ST002,SKU01088,1,194.95,194.95,,EFTPOS
TXN00010497,2026-04-02,ST014,SKU01124,2,709.95,1419.9,CUST15748,AfterPay
TXN00010157,2026-04-02,ST011,SKU01042,1,1774.95,1774.95,,EFTPOS
TXN00010167,2026-04-02,ST001,SKU01192,1,879.95,879.95,CUST17097,Online
TXN00010585,2026-04-02,ST012,SKU01047,1,1539.95,1539.95,CUST14475,Card
TXN00010023,2026-04-02,ST003,SKU01052,3,1479.95,4439.85,,Online
TXN00010492,2026-04-02,ST008, SKU01023 ,1,4599.95,4599.95,CUST10075,Finance
TXN00010552,02/04/2026,ST001,SKU01122,3,1739.95,5219.85,,Finance
TXN00010208,2026-04-02,ST008,SKU01115,1,1234.95,1234.95,CUST10024,AfterPay
TXN00010565,2026-04-02,ST012,SKU01002,3,1259.95,3779.85,CUST17639,EFTPOS
TXN00010397,2026-04-02,ST003,SKU01133,-1,894.95,-894.95,CUST15440,Card
TXN00010290,2026-04-02,ST009,SKU01016,1,819.95,819.95,CUST16277,Finance
TXN00010396,2026-04-02,ST003,SKU01070,1,559.95,559.95,CUST11616,Online
TXN00010072,2026-04-02,ST006,SKU01021,2,1994.95,3989.9,CUST12429,Finance
TXN00010199,02/04/2026,ST001,SKU01070,1,559.95,559.95,,Card
TXN00010477,02/04/2026,ST008,SKU01152,1,534.95,534.95,CUST16653,Finance
TXN00010200,02/04/2026,ST010,SKU01243,1,654.95,654.95,CUST11449,Finance
TXN00010345,2026-04-02,ST002,SKU01234,1,1784.95,1784.95,CUST10394,Card
TXN00010496,2026-04-02,ST008,SKU01245,1,2554.95,2554.95,CUST11737,AfterPay
TXN00010421,02/04/2026,ST008, SKU01042 ,1,1774.95,1774.95,,EFTPOS
TXN00010096,2026-04-02,ST007,SKU01213,2,574.95,1149.9,CUST13307,Online
TXN00010302,2026-04-02,ST003,SKU01014,1,1759.95,1759.95,CUST19922,Finance
TXN00010188,2026-04-02,ST008,SKU01087,-1,364.95,-364.95,CUST19887,EFTPOS
TXN00010278,2026-04-02,ST006,SKU01009,2,2694.95,5389.9,CUST10275,Card
TXN00010221,2026-04-02,ST006,SKU01143,1,334.95,334.95,CUST16714,AfterPay
TXN00010185,2026-04-02,ST014,SKU01226,2,129.95,259.9,CUST13739,Finance
TXN00010462,2026-04-02,ST001,SKU01059,-1,1279.95,-1279.95,CUST18851,Online
TXN00010369,2026-04-02,ST014,SKU01175,-1,379.95,-379.95,,AfterPay
TXN00010451,2026-04-02,ST011,SKU01059,1,1279.95,1279.95,,EFTPOS
TXN00010240,2026-04-02,ST010,SKU01018,1,1764.95,1764.95,CUST18237,Card
TXN00010067,2026-04-02,ST004,SKU01173,1,324.95,324.95,CUST10283,Card
TXN00010433,2026-04-02,ST014,SKU01218,1,349.95,349.95,CUST19298,Card
TXN00010521,2026-04-02,ST014,SKU01010,1,1394.95,1394.95,,Card
TXN00010147,02/04/2026,ST003,SKU01244,3,2859.95,8579.85,CUST16086,AfterPay
TXN00010412,2026-04-02,ST001,SKU01007,1,2424.95,2424.95,CUST15992,AfterPay
TXN00010385,2026-04-02,ST013,SKU01213,1,574.95,574.95,,Card
TXN00010212,2026-04-02,ST007,SKU01139,1,1709.95,1709.95,CUST19663,Finance
TXN00010149,2026-04-02,ST001,SKU01034,1,744.95,744.95,,AfterPay
TXN00010142,2026-04-02,ST009,SKU01087,2,364.95,729.9,CUST10104,Online
TXN00010591,2026-04-02,ST009,SKU01225,1,499.95,499.95,,Finance
TXN00010018,2026-04-02,ST008,SKU01117,1,344.95,344.95,CUST14927,AfterPay
TXN00010223,2026-04-02,ST009,SKU01172,1,129.95,129.95,CUST14899,Online
TXN00010307,2026-04-02,ST007, SKU01182 ,1,69.95,69.95,CUST17325,Finance
TXN00010266,2026-04-02,ST004,SKU01026,1,2294.95,2294.95,,AfterPay
TXN00010235,2026-04-02,ST012,SKU01139,1,1709.95,1709.95,CUST14363,EFTPOS
TXN00010154,2026-04-02,ST011,SKU01008,1,1334.95,1334.95,CUST16574,Finance
TXN00010588,2026-04-02,ST009,SKU01007,3,2424.95,7274.85,,Online
TXN00010092,02/04/2026,ST003,SKU01121,1,624.95,624.95,CUST11631,EFTPOS
TXN00010110,2026-04-02,ST002,SKU01121,1,624.95,624.95,CUST10195,AfterPay
TXN00010151,2026-04-02,ST003,SKU01118,-1,2719.95,-2719.95,,Online
TXN00010224,2026-04-02,ST009,SKU01226,2,129.95,259.9,,EFTPOS
TXN00010484,2026-04-02,ST001,SKU01086,1,294.95,294.95,CUST18391,Card
TXN00010480,02/04/2026,ST007,SKU01176,2,364.95,729.9,CUST19757,AfterPay
TXN00010089,2026-04-02,ST009,SKU01071,1,669.95,669.95,CUST10400,Finance
TXN00010539,2026-04-02,ST012,SKU01006,1,1389.95,1389.95,,Online
TXN00010571,2026-04-02,ST001,SKU01198,1,439.95,439.95,CUST11250,Online
TXN00010003,2026-04-02,ST007,SKU01227,1,479.95,479.95,CUST10602,Finance
TXN00010062,2026-04-02,ST012,SKU01093,1,139.95,139.95,CUST14706,Finance
TXN00010301,2026-04-02,ST007,SKU01033,1,754.95,754.95,,Finance
TXN00010596,2026-04-02,ST002,SKU01063,1,169.95,169.95,CUST12889,Finance
TXN00010088,2026-04-02,ST007,SKU01150,1,1294.95,1294.95,,Finance
TXN00010516,2026-04-02,ST011,SKU01004,1,1034.95,1034.95,CUST17840,AfterPay
TXN00010298,2026-04-02,ST010,SKU01245,1,2554.95,2554.95,CUST13451,Card
TXN00010069,2026-04-02,ST007,SKU01233,1,1319.95,1319.95,CUST13623,AfterPay
TXN00010590,2026-04-02,ST004,SKU01142,1,409.95,409.95,,Card
TXN00010336,2026-04-02,ST012, SKU01199 ,1,554.95,554.95,CUST10536,AfterPay
TXN00010436,2026-04-02,ST013,SKU01252,1,1234.95,1234.95,CUST10042,Online
TXN00010556,2026-04-02,ST006,SKU01205,1,324.95,324.95,CUST17846,EFTPOS
TXN00010222,2026-04-02,ST003,SKU01071,1,669.95,669.95,CUST19685,Card
TXN00010156,2026-04-02,ST005,sku01159,1,264.95,264.95,CUST15178,AfterPay
TXN00010115,2026-04-02,ST007,SKU01085,3,484.95,1454.85,,Card
TXN00010362,2026-04-02,ST008,SKU01047,1,1539.95,1539.95,CUST11118,Online
TXN00010019,2026-04-02,ST014,SKU01143,1,334.95,334.95,,Finance
TXN00010419,02/04/2026,ST003,SKU01122,1,1739.95,1739.95,CUST14357,EFTPOS
TXN00010113,2026-04-02,ST005,SKU01165,1,524.95,524.95,CUST15776,Card
TXN00010487,2026-04-02,ST001,SKU01027,1,4034.95,4034.95,CUST13128,Finance
TXN00010179,2026-04-02,ST008,SKU01018,1,1764.95,1764.95,CUST16651,EFTPOS
TXN00010344,02/04/2026,ST013,SKU01226,1,129.95,129.95,,AfterPay
TXN00010054,2026-04-02,ST012,SKU01044,1,909.95,909.95,CUST16423,EFTPOS
TXN00010158,02/04/2026,ST007,SKU01091,1,139.95,139.95,CUST13047,Card
TXN00010094,2026-04-02,ST008,SKU01232,2,1634.95,3269.9,,Card
TXN00010524,2026-04-02,ST014,SKU01015,1,3864.95,3864.95,CUST15062,Online
TXN00010007,2026-04-02,ST005,SKU01077,1,114.95,114.95,CUST13188,AfterPay
TXN00010292,2026-04-02,ST010,SKU01149,1,139.95,139.95,CUST10787,EFTPOS
TXN00010262,2026-04-02,ST004,SKU01054,2,454.95,909.9,CUST16501,AfterPay
TXN00010361,02/04/2026,ST003,SKU01126,2,964.95,1929.9,,Card
TXN00010071,2026-04-02,ST014,SKU01050,2,799.95,1599.9,,Card
TXN00010420,2026-04-02,ST008,SKU01061,1,479.95,479.95,,Card
TXN00010365,2026-04-02,ST013,SKU01184,2,249.95,499.9,CUST14433,Card
TXN00010373,2026-04-02,ST008,SKU01100,1,289.95,289.95,CUST12317,EFTPOS
TXN00010239,2026-04-02,ST014,SKU01156,2,1359.95,2719.9,CUST17028,Finance
TXN00010131,2026-04-02,ST001,SKU01093,1,139.95,139.95,CUST17707,Card
TXN00010308,2026-04-02,ST006,SKU01195,2,594.95,1189.9,CUST12653,Card
TXN00010536,2026-04-02,ST007,SKU01203,1,579.95,579.95,CUST16622,EFTPOS
TXN00010103,2026-04-02,ST003,SKU01252,1,1234.95,1234.95,,EFTPOS
TXN00010085,2026-04-02,ST012,SKU01247,1,1384.95,1384.95,,Online
TXN00010201,02/04/2026,ST010, SKU01155 ,1,559.95,559.95,CUST10900,EFTPOS
TXN00010321,2026-04-02,ST011,SKU01181,1,289.95,289.95,,Online
TXN00010333,2026-04-02,ST011,SKU01224,1,314.95,314.95,CUST17546,Online
TXN00010260,2026-04-02,ST002,SKU01219,1,304.95,304.95,CUST12013,Finance
TXN00010006,2026-04-02,ST004,SKU01033,1,754.95,754.95,CUST15745,EFTPOS
TXN00010564,2026-04-02,ST007,SKU01021,1,1994.95,1994.95,,EFTPOS
TXN00010426,2026-04-02,ST012,SKU01044,1,909.95,909.95,CUST11579,EFTPOS
TXN00010364,2026-04-02,ST008,SKU01174,1,329.95,329.95,CUST14340,EFTPOS
TXN00010209,2026-04-02,ST002,SKU01040,1,2109.95,2109.95,CUST17507,Online
TXN00010100,2026-04-02,ST014,SKU01090,1,229.95,229.95,,Card
TXN00010032,2026-04-02,ST002,SKU01130,1,1029.95,1029.95,CUST13339,Online
TXN00010025,2026-04-02,ST011,SKU01249,2,1129.95,2259.9,,EFTPOS
TXN00010259,2026-04-02,ST011,SKU01211,2,434.95,869.9,CUST14100,EFTPOS
TXN00010380,2026-04-02,ST011,SKU01189,1,1279.95,1279.95,CUST12677,EFTPOS
TXN00010418,2026-04-02,ST002,SKU01034,1,744.95,744.95,CUST17368,Online
TXN00010175,2026-04-02,ST007,SKU01140,1,669.95,669.95,,Online
TXN00010010,2026-04-02,ST012,SKU01074,1,129.95,129.95,CUST12111,Finance
TXN00010583,2026-04-02,ST002,SKU01120,1,714.95,714.95,CUST14932,Card
TXN00010270,2026-04-02,ST007,SKU01084,1,444.95,444.95,CUST17874,Card
TXN00010567,2026-04-02,ST008, SKU01182 ,1,69.95,69.95,CUST15798,Card
TXN00010494,2026-04-02,ST014, SKU01048 ,1,669.95,669.95,CUST10834,AfterPay
TXN00010589,2026-04-02,ST005,SKU01155,1,559.95,559.95,CUST18811,AfterPay
TXN00010093,2026-04-02,ST006,SKU01212,1,724.95,724.95,CUST18659,EFTPOS
TXN00010026,2026-04-02,ST013,SKU01067,1,399.95,399.95,CUST13887,Online
TXN00010343,2026-04-02,ST001,SKU01032,1,789.95,789.95,CUST19255,Online
TXN00010004,2026-04-02,ST013,SKU01064,1,574.95,574.95,,EFTPOS
TXN00010522,2026-04-02,ST011,SKU01227,1,479.95,479.95,CUST10576,Card
TXN00010250,2026-04-02,ST005,SKU01241,2,2144.95,4289.9,CUST12083,EFTPOS
TXN00010375,2026-04-02,ST002,SKU01045,2,1354.95,2709.9,CUST19178,EFTPOS
TXN00010233,2026-04-02,ST002,SKU01230,1,59.95,59.95,,AfterPay
TXN00010080,2026-04-02,ST005,SKU01155,1,559.95,559.95,CUST19740,Finance
TXN00010228,2026-04-02,ST009, SKU01103 ,1,229.95,229.95,,Online
TXN00010543,2026-04-02,ST005,SKU01204,1,309.95,309.95,,Online
TXN00010161,2026-04-02,ST001,SKU01142,2,409.95,819.9,CUST17217,Online
TXN00010249,2026-04-02,ST011,SKU01221,1,279.95,279.95,CUST19951,EFTPOS
TXN00010286,2026-04-02,ST011,SKU01137,1,399.95,399.95,CUST15216,Card
TXN00010318,2026-04-02,ST003,SKU01210,-1,109.95,-109.95,,Online
TXN00010356,2026-04-02,ST005,SKU01240,1,2789.95,2789.95,CUST13434,Online
TXN00010166,2026-04-02,ST002, SKU01158 ,1,1094.95,1094.95,,Card
TXN00010077,2026-04-02,ST009,SKU01122,1,1739.95,1739.95,CUST16730,AfterPay
TXN00010423,2026-04-02,ST007, SKU01138 ,1,649.95,649.95,CUST15328,Online
TXN00010204,2026-04-02,ST004,SKU01073,1,464.95,464.95,CUST18820,AfterPay
TXN00010152,2026-04-02,ST007,SKU01148,1,339.95,339.95,CUST17083,AfterPay
TXN00010471,02/04/2026,ST004,SKU01126,1,964.95,964.95,CUST14229,AfterPay
TXN00010341,2026-04-02,ST004,SKU01025,1,1739.95,1739.95,CUST18787,Card
TXN00010320,2026-04-02,ST001,SKU01197,2,734.95,1469.9,CUST17306,Finance
TXN00010145,2026-04-02,ST012,SKU01077,1,114.95,114.95,CUST15702,EFTPOS
TXN00010468,2026-04-02,ST003,SKU01026,1,2294.95,2294.95,,Finance
TXN00010368,2026-04-02,ST010,SKU01060,1,1284.95,1284.95,,AfterPay
TXN00010029,2026-04-02,ST006,SKU01052,1,1479.95,1479.95,CUST17093,AfterPay
TXN00010264,2026-04-02,ST010,SKU01040,2,2109.95,4219.9,CUST18739,Online
TXN00010576,2026-04-02,ST007,SKU01230,1,59.95,59.95,,Finance
TXN00010078,2026-04-02,ST010,SKU01233,1,1319.95,1319.95,,Finance
TXN00010293,2026-04-02,ST007, SKU01124 ,2,709.95,1419.9,CUST12762,AfterPay
TXN00010056,2026-04-02,ST012,SKU01151,1,214.95,214.95,CUST10130,Card
TXN00010237,2026-04-02,ST005,SKU01005,1,884.95,884.95,CUST11092,Online
TXN00010013,2026-04-02,ST007,SKU01130,1,1029.95,1029.95,,AfterPay
TXN00010051,2026-04-02,ST001,SKU01239,1,1369.95,1369.95,CUST11523,Online
TXN00010281,2026-04-02,ST006,sku01090,1,229.95,229.95,CUST13052,EFTPOS
TXN00010430,2026-04-02,ST009,SKU01143,1,334.95,334.95,,EFTPOS
TXN00010182,2026-04-02,ST005,SKU01090,1,229.95,229.95,CUST17389,AfterPay
