movement_id,movement_date,sku,warehouse_id,movement_type,quantity,reference_id,notes
MOV00000215,2026-04-01,SKU01054,WH003,receipt,150,PO_INIT_WH003,Initial stock-up
MOV00000216,2026-04-01,SKU01054,WH004,receipt,157,PO_INIT_WH004,Initial stock-up
MOV00000217,2026-04-01,SKU01055,WH001,receipt,169,PO_INIT_WH001,Initial stock-up
MOV00000218,2026-04-01,SKU01055,WH002,receipt,112,PO_INIT_WH002,Initial stock-up
MOV00000219,2026-04-01,SKU01055,WH003,receipt,105,PO_INIT_WH003,Initial stock-up
MOV00000220,2026-04-01,SKU01055,WH004,receipt,140,PO_INIT_WH004,Initial stock-up
MOV00000221,2026-04-01,SKU01056,WH001,receipt,100,PO_INIT_WH001,Initial stock-up
MOV00000222,2026-04-01,SKU01056,WH002,receipt,190,PO_INIT_WH002,Initial stock-up
MOV00000223,2026-04-01,SKU01056,WH003,receipt,131,PO_INIT_WH003,Initial stock-up
MOV00000224,2026-04-01,SKU01056,WH004,receipt,172,PO_INIT_WH004,Initial stock-up
MOV00000225,2026-04-01,SKU01057,WH001,receipt,60,PO_INIT_WH001,Initial stock-up
MOV00000226,2026-04-01,SKU01057,WH002,receipt,64,PO_INIT_WH002,Initial stock-up
MOV00000227,2026-04-01,SKU01057,WH003,receipt,62,PO_INIT_WH003,Initial stock-up
MOV00000228,2026-04-01,SKU01057,WH004,receipt,197,PO_INIT_WH004,Initial stock-up
MOV00000229,2026-04-01,SKU01058,WH001,receipt,59,PO_INIT_WH001,Initial stock-up
MOV00000230,2026-04-01,SKU01058,WH002,receipt,72,PO_INIT_WH002,Initial stock-up
MOV00000231,2026-04-01,SKU01058,WH003,receipt,71,PO_INIT_WH003,Initial stock-up
MOV00000232,2026-04-01,SKU01058,WH004,receipt,136,PO_INIT_WH004,Initial stock-up
MOV00000233,2026-04-01,SKU01059,WH001,receipt,118,PO_INIT_WH001,Initial stock-up
MOV00000234,2026-04-01,SKU01059,WH002,receipt,106,PO_INIT_WH002,Initial stock-up
MOV00000235,2026-04-01,SKU01059,WH003,receipt,98,PO_INIT_WH003,Initial stock-up
MOV00000236,2026-04-01,SKU01059,WH004,receipt,59,PO_INIT_WH004,Initial stock-up
MOV00000237,2026-04-01,SKU01060,WH001,receipt,70,PO_INIT_WH001,Initial stock-up
MOV00000238,2026-04-01,SKU01060,WH002,receipt,156,PO_INIT_WH002,Initial stock-up
MOV00000239,2026-04-01,SKU01060,WH003,receipt,176,PO_INIT_WH003,Initial stock-up
MOV00000240,2026-04-01,SKU01060,WH004,receipt,176,PO_INIT_WH004,Initial stock-up
MOV00000241,2026-04-01,SKU01061,WH001,receipt,69,PO_INIT_WH001,Initial stock-up
MOV00000242,2026-04-01,SKU01061,WH002,receipt,147,PO_INIT_WH002,Initial stock-up
MOV00000243,2026-04-01,SKU01061,WH003,receipt,90,PO_INIT_WH003,Initial stock-up
MOV00000244,2026-04-01,SKU01061,WH004,receipt,152,PO_INIT_WH004,Initial stock-up
MOV00000245,2026-04-01,SKU01062,WH001,receipt,189,PO_INIT_WH001,Initial stock-up
MOV00000246,2026-04-01,SKU01062,WH002,receipt,77,PO_INIT_WH002,Initial stock-up
MOV00000247,2026-04-01,SKU01062,WH003,receipt,191,PO_INIT_WH003,Initial stock-up
MOV00000248,2026-04-01,SKU01062,WH004,receipt,92,PO_INIT_WH004,Initial stock-up
MOV00000249,2026-04-01,SKU01063,WH001,receipt,107,PO_INIT_WH001,Initial stock-up
MOV00000250,2026-04-01,SKU01063,WH002,receipt,163,PO_INIT_WH002,Initial stock-up
MOV00000251,2026-04-01,SKU01063,WH003,receipt,109,PO_INIT_WH003,Initial stock-up
MOV00000252,2026-04-01,SKU01063,WH004,receipt,132,PO_INIT_WH004,Initial stock-up
MOV00000253,2026-04-01,SKU01064,WH001,receipt,152,PO_INIT_WH001,Initial stock-up
MOV00000254,2026-04-01,SKU01064,WH002,receipt,86,PO_INIT_WH002,Initial stock-up
MOV00000255,2026-04-01,SKU01064,WH003,receipt,100,PO_INIT_WH003,Initial stock-up
MOV00000256,2026-04-01,SKU01064,WH004,receipt,127,PO_INIT_WH004,Initial stock-up
MOV00000257,2026-04-01,SKU01065,WH001,receipt,170,PO_INIT_WH001,Initial stock-up
MOV00000258,2026-04-01,SKU01065,WH002,receipt,173,PO_INIT_WH002,Initial stock-up
MOV00000259,2026-04-01,SKU01065,WH003,receipt,96,PO_INIT_WH003,Initial stock-up
MOV00000260,2026-04-01,SKU01065,WH004,receipt,118,PO_INIT_WH004,Initial stock-up
MOV00000261,2026-04-01,SKU01066,WH001,receipt,168,PO_INIT_WH001,Initial stock-up
MOV00000262,2026-04-01,SKU01066,WH002,receipt,198,PO_INIT_WH002,Initial stock-up
MOV00000263,2026-04-01,SKU01066,WH003,receipt,75,PO_INIT_WH003,Initial stock-up
MOV00000264,2026-04-01,SKU01066,WH004,receipt,60,PO_INIT_WH004,Initial stock-up
MOV00000265,2026-04-01,SKU01067,WH001,receipt,54,PO_INIT_WH001,Initial stock-up
MOV00000266,2026-04-01,SKU01067,WH002,receipt,159,PO_INIT_WH002,Initial stock-up
MOV00000267,2026-04-01,SKU01067,WH003,receipt,187,PO_INIT_WH003,Initial stock-up
MOV00000268,2026-04-01,SKU01067,WH004,receipt,171,PO_INIT_WH004,Initial stock-up
MOV00000269,2026-04-01,SKU01068,WH001,receipt,53,PO_INIT_WH001,Initial stock-up
MOV00000270,2026-04-01,SKU01068,WH002,receipt,199,PO_INIT_WH002,Initial stock-up
MOV00000271,2026-04-01,SKU01068,WH003,receipt,142,PO_INIT_WH003,Initial stock-up
MOV00000272,2026-04-01,SKU01068,WH004,receipt,53,PO_INIT_WH004,Initial stock-up
MOV00000273,2026-04-01,SKU01069,WH001,receipt,161,PO_INIT_WH001,Initial stock-up
MOV00000274,2026-04-01,SKU01069,WH002,receipt,83,PO_INIT_WH002,Initial stock-up
MOV00000275,2026-04-01,SKU01069,WH003,receipt,160,PO_INIT_WH003,Initial stock-up
MOV00000276,2026-04-01,SKU01069,WH004,receipt,136,PO_INIT_WH004,Initial stock-up
MOV00000277,2026-04-01,SKU01070,WH001,receipt,62,PO_INIT_WH001,Initial stock-up
MOV00000278,2026-04-01,SKU01070,WH002,receipt,184,PO_INIT_WH002,Initial stock-up
MOV00000279,2026-04-01,SKU01070,WH003,receipt,135,PO_INIT_WH003,Initial stock-up
MOV00000280,2026-04-01,SKU01070,WH004,receipt,92,PO_INIT_WH004,Initial stock-up
MOV00000281,2026-04-01,SKU01071,WH001,receipt,169,PO_INIT_WH001,Initial stock-up
MOV00000282,2026-04-01,SKU01071,WH002,receipt,174,PO_INIT_WH002,Initial stock-up
MOV00000283,2026-04-01,SKU01071,WH003,receipt,79,PO_INIT_WH003,Initial stock-up
MOV00000284,2026-04-01,SKU01071,WH004,receipt,193,PO_INIT_WH004,Initial stock-up
