transaction_id,transaction_date,store_id,sku,quantity,unit_price,total_amount,customer_id,payment_method
TXN00000451,2026-04-01,ST012,SKU01201,3,179.95,539.85,,Card
TXN00000463,2026-04-01,ST009,SKU01185,1,1204.95,1204.95,,Finance
TXN00000222,2026-04-01,ST007,sku01077,1,114.95,114.95,CUST17730,Card
TXN00000508,2026-04-01,ST006,SKU01099,2,119.95,239.9,CUST10389,Online
TXN00000518,2026-04-01,ST014,SKU01120,1,714.95,714.95,CUST16157,Finance
TXN00000404,2026-04-01,ST011,SKU01105,1,209.95,209.95,CUST19028,EFTPOS
TXN00000031,01/04/2026,ST008,SKU01127,1,1144.95,1144.95,CUST15393,Card
TXN00000011,2026-04-01,ST003,SKU01250,1,1499.95,1499.95,,Finance
TXN00000321,2026-04-01,ST011,SKU01118,1,2719.95,2719.95,CUST14570,EFTPOS
TXN00000515,2026-04-01,ST013,SKU01083,1,129.95,129.95,CUST16699,EFTPOS
TXN00000290,2026-04-01,ST009,SKU01040,1,2109.95,2109.95,CUST17755,Card
TXN00000332,2026-04-01,ST012,SKU01140,1,669.95,669.95,CUST18031,AfterPay
TXN00000490,01/04/2026,ST008,SKU01019,1,3014.95,3014.95,CUST17308,AfterPay
TXN00000244,01/04/2026,ST001,SKU01116,2,2169.95,4339.9,,Finance
TXN00000544,2026-04-01,ST003,SKU01126,1,964.95,964.95,CUST12186,Finance
TXN00000440,2026-04-01,ST012,SKU01093,1,139.95,139.95,CUST19026,Finance
TXN00000580,2026-04-01,ST012,SKU01021,3,1994.95,5984.85,CUST11649,Online
TXN00000442,2026-04-01,ST014,SKU01160,1,144.95,144.95,CUST17411,EFTPOS
TXN00000486,2026-04-01,ST008,SKU01184,-1,249.95,-249.95,CUST13243,AfterPay
TXN00000232,2026-04-01,ST007,SKU01195,1,594.95,594.95,CUST16386,EFTPOS
TXN00000491,2026-04-01,ST014, SKU01191 ,2,519.95,1039.9,,Card
TXN00000259,2026-04-01,ST014,SKU01194,1,854.95,854.95,CUST13914,Card
TXN00000204,2026-04-01,ST003,SKU01087,2,364.95,729.9,,Finance
TXN00000008,2026-04-01,ST008,SKU01043,2,579.95,1159.9,CUST10097,Card
TXN00000245,2026-04-01,ST010,SKU01165,2,524.95,1049.9,,EFTPOS
TXN00000115,2026-04-01,ST010,SKU01048,1,669.95,669.95,CUST19724,Card
TXN00000355,01/04/2026,ST008,SKU01247,1,1384.95,1384.95,CUST17871,AfterPay
TXN00000447,2026-04-01,ST012,SKU01103,2,229.95,459.9,CUST15566,Card
TXN00000420,2026-04-01,ST006,SKU01068,2,384.95,769.9,,Card
TXN00000106,2026-04-01,ST013,SKU01051,1,1054.95,1054.95,CUST10154,Online
TXN00000063,2026-04-01,ST006,SKU01118,1,2719.95,2719.95,CUST16805,Card
TXN00000170,2026-04-01,ST005,SKU01245,1,2554.95,2554.95,,Finance
TXN00000046,2026-04-01,ST011,SKU01046,1,674.95,674.95,CUST12610,AfterPay
TXN00000363,2026-04-01,ST003,SKU01192,1,879.95,879.95,,AfterPay
TXN00000301,2026-04-01,ST007,SKU01087,2,364.95,729.9,,EFTPOS
TXN00000362,2026-04-01,ST008,SKU01037,1,664.95,664.95,CUST17684,Card
TXN00000357,01/04/2026,ST013,SKU01163,1,419.95,419.95,CUST12531,AfterPay
TXN00000525,2026-04-01,ST002,SKU01079,2,129.95,259.9,CUST18362,Finance
TXN00000342,01/04/2026,ST014,SKU01130,1,1029.95,1029.95,CUST10362,Online
TXN00000074,2026-04-01,ST014,SKU01127,1,1144.95,1144.95,CUST11069,EFTPOS
TXN00000327,2026-04-01,ST005,SKU01245,1,2554.95,2554.95,CUST13460,Card
TXN00000520,2026-04-01,ST011,SKU01122,1,1739.95,1739.95,CUST14340,Finance
TXN00000555,2026-04-01,ST004,SKU01184,1,249.95,249.95,CUST16606,EFTPOS
TXN00000229,2026-04-01,ST006,SKU01214,2,174.95,349.9,CUST16834,Finance
TXN00000330,2026-04-01,ST010,SKU01176,3,364.95,1094.85,,Card
TXN00000167,2026-04-01,ST012,SKU01176,1,364.95,364.95,CUST18522,Finance
TXN00000441,2026-04-01,ST006,SKU01135,1,1059.95,1059.95,,Online
TXN00000210,2026-04-01,ST005,SKU01085,1,484.95,484.95,CUST15417,Card
TXN00000033,01/04/2026,ST005,SKU01158,2,1094.95,2189.9,CUST16083,AfterPay
TXN00000564,2026-04-01,ST003,SKU01084,1,444.95,444.95,CUST13192,AfterPay
TXN00000131,2026-04-01,ST002,SKU01197,1,734.95,734.95,CUST18498,Online
TXN00000140,2026-04-01,ST002,SKU01040,1,2109.95,2109.95,CUST19120,Card
TXN00000566,2026-04-01,ST014,SKU01028,1,1619.95,1619.95,CUST19436,Card
TXN00000552,2026-04-01,ST012,SKU01036,-1,424.95,-424.95,,AfterPay
TXN00000157,2026-04-01,ST006,SKU01120,1,714.95,714.95,CUST15653,Card
TXN00000401,2026-04-01,ST011,SKU01103,1,229.95,229.95,CUST18861,AfterPay
TXN00000266,2026-04-01,ST011,SKU01103,1,229.95,229.95,CUST19543,EFTPOS
TXN00000151,2026-04-01,ST014,SKU01164,1,254.95,254.95,CUST18808,Online
TXN00000219,2026-04-01,ST008,SKU01122,1,1739.95,1739.95,CUST10167,EFTPOS
TXN00000226,2026-04-01,ST009,SKU01043,1,579.95,579.95,CUST14664,AfterPay
TXN00000083,2026-04-01,ST010,SKU01194,1,854.95,854.95,CUST15487,Online
TXN00000557,2026-04-01,ST008,SKU01232,1,1634.95,1634.95,,Online
TXN00000299,01/04/2026,ST011,SKU01089,1,344.95,344.95,CUST14843,AfterPay
TXN00000202,01/04/2026,ST008, SKU01045 ,1,1354.95,1354.95,CUST17418,EFTPOS
TXN00000273,2026-04-01,ST013,SKU01142,1,409.95,409.95,CUST11014,Online
TXN00000427,2026-04-01,ST010,SKU01092,1,54.95,54.95,,Card
TXN00000460,2026-04-01,ST002,SKU01055,1,1144.95,1144.95,,AfterPay
TXN00000294,2026-04-01,ST012,SKU01228,2,329.95,659.9,CUST12759,Online
TXN00000004,2026-04-01,ST002,SKU01054,1,454.95,454.95,CUST14379,AfterPay
TXN00000064,01/04/2026,ST002,SKU01148,1,339.95,339.95,,Card
TXN00000160,2026-04-01,ST001,SKU01024,1,3519.95,3519.95,CUST13926,Card
TXN00000454,2026-04-01,ST005,SKU01197,2,734.95,1469.9,CUST18580,EFTPOS
TXN00000125,2026-04-01,ST014,SKU01203,1,579.95,579.95,CUST15719,EFTPOS
TXN00000265,2026-04-01,ST008,SKU01096,2,74.95,149.9,,Finance
TXN00000256,2026-04-01,ST005, SKU01155 ,1,559.95,559.95,CUST19855,Card
TXN00000225,2026-04-01,ST002,SKU01176,1,364.95,364.95,CUST15635,Finance
TXN00000538,2026-04-01,ST009,SKU01059,2,1279.95,2559.9,CUST15602,Finance
TXN00000453,2026-04-01,ST007, SKU01092 ,2,54.95,109.9,CUST11623,Card
TXN00000216,2026-04-01,ST004,SKU01205,2,324.95,649.9,CUST15218,Card
TXN00000471,2026-04-01,ST013,SKU01195,1,594.95,594.95,CUST13437,AfterPay
TXN00000156,2026-04-01,ST007,SKU01008,1,1334.95,1334.95,,Online
TXN00000056,2026-04-01,ST001,SKU01125,2,1549.95,3099.9,,AfterPay
TXN00000475,01/04/2026,ST011,SKU01010,-1,1394.95,-1394.95,CUST12426,EFTPOS
TXN00000172,2026-04-01,ST011,SKU01099,1,119.95,119.95,,AfterPay
TXN00000015,2026-04-01,ST005,SKU01203,1,579.95,579.95,,EFTPOS
TXN00000500,2026-04-01,ST007,SKU01098,1,139.95,139.95,CUST10419,AfterPay
TXN00000531,2026-04-01,ST007,SKU01007,2,2424.95,4849.9,CUST12613,Online
TXN00000558,2026-04-01,ST012,SKU01114,3,2214.95,6644.85,CUST12338,Online
TXN00000066,2026-04-01,ST014,SKU01209,1,869.95,869.95,CUST12578,Card
TXN00000514,2026-04-01,ST011,SKU01052,1,1479.95,1479.95,CUST11321,Online
TXN00000055,2026-04-01,ST008,SKU01226,1,129.95,129.95,,Online
TXN00000026,2026-04-01,ST010, SKU01027 ,1,4034.95,4034.95,,AfterPay
TXN00000431,2026-04-01,ST001,SKU01035,2,354.95,709.9,,AfterPay
TXN00000264,2026-04-01,ST014,SKU01248,1,1559.95,1559.95,CUST10608,Card
TXN00000080,2026-04-01,ST011,SKU01141,2,389.95,779.9,CUST19105,Finance
TXN00000507,2026-04-01,ST010,SKU01148,1,339.95,339.95,CUST17778,AfterPay
TXN00000267,2026-04-01,ST001, SKU01205 ,1,324.95,324.95,CUST12002,AfterPay
TXN00000537,2026-04-01,ST001,SKU01172,1,129.95,129.95,CUST10011,Online
TXN00000374,2026-04-01,ST007,sku01157,1,589.95,589.95,CUST15021,EFTPOS
TXN00000251,2026-04-01,ST005,SKU01228,1,329.95,329.95,CUST15596,Online
TXN00000076,2026-04-01,ST001,SKU01205,2,324.95,649.9,CUST16488,Online
TXN00000379,2026-04-01,ST014,SKU01179,1,94.95,94.95,,EFTPOS
TXN00000086,2026-04-01,ST013,SKU01102,1,369.95,369.95,CUST14726,EFTPOS
TXN00000422,01/04/2026,ST001,SKU01164,1,254.95,254.95,CUST10262,EFTPOS
TXN00000009,2026-04-01,ST001,SKU01017,1,1314.95,1314.95,CUST19992,Finance
TXN00000337,2026-04-01,ST011,SKU01201,1,179.95,179.95,CUST10574,AfterPay
TXN00000077,2026-04-01,ST001,SKU01163,1,419.95,419.95,CUST18135,AfterPay
TXN00000434,2026-04-01,ST010,SKU01098,1,139.95,139.95,CUST17771,Finance
TXN00000091,2026-04-01,ST007,SKU01071,1,669.95,669.95,CUST12929,Online
TXN00000391,2026-04-01,ST014,SKU01122,1,1739.95,1739.95,CUST13393,AfterPay
TXN00000017,01/04/2026,ST003,SKU01056,1,794.95,794.95,CUST13316,Online
TXN00000388,01/04/2026,ST003,SKU01072,1,424.95,424.95,CUST11424,Finance
TXN00000124,2026-04-01,ST012,SKU01177,1,39.95,39.95,CUST11369,AfterPay
TXN00000439,2026-04-01,ST012,SKU01087,1,364.95,364.95,,Card
TXN00000118,2026-04-01,ST004,SKU01206,1,269.95,269.95,CUST16803,EFTPOS
TXN00000512,2026-04-01,ST012,SKU01254,1,1134.95,1134.95,CUST15387,Online
TXN00000455,2026-04-01,ST001,SKU01171,1,369.95,369.95,,Online
TXN00000589,2026-04-01,ST010,SKU01145,1,334.95,334.95,,AfterPay
TXN00000373,2026-04-01,ST013,SKU01140,1,669.95,669.95,CUST17151,EFTPOS
TXN00000122,2026-04-01,ST004,sku01036,1,424.95,424.95,CUST14210,EFTPOS
TXN00000311,2026-04-01,ST001,SKU01023,1,4599.95,4599.95,,Finance
TXN00000287,2026-04-01,ST011,SKU01089,1,344.95,344.95,CUST12096,Finance
TXN00000397,2026-04-01,ST007,SKU01030,1,414.95,414.95,,AfterPay
TXN00000314,2026-04-01,ST013,SKU01057,1,1034.95,1034.95,CUST18376,Online
TXN00000005,2026-04-01,ST007,SKU01201,1,179.95,179.95,CUST13550,Finance
TXN00000565,2026-04-01,ST009,SKU01198,1,439.95,439.95,,Finance
TXN00000528,01/04/2026,ST013,SKU01023,1,4599.95,4599.95,CUST14698,AfterPay
TXN00000295,2026-04-01,ST003,SKU01164,1,254.95,254.95,CUST12205,EFTPOS
TXN00000446,2026-04-01,ST001,SKU01027,2,4034.95,8069.9,CUST10055,EFTPOS
TXN00000597,2026-04-01,ST010,SKU01001,1,754.95,754.95,CUST16112,EFTPOS
TXN00000173,2026-04-01,ST005,SKU01115,1,1234.95,1234.95,CUST10374,Online
TXN00000390,2026-04-01,ST005,SKU01110,2,1754.95,3509.9,CUST13331,Finance
TXN00000105,2026-04-01,ST012,SKU01165,3,524.95,1574.85,,Finance
TXN00000308,2026-04-01,ST004,SKU01082,1,274.95,274.95,CUST12100,AfterPay
TXN00000092,2026-04-01,ST012,SKU01034,2,744.95,1489.9,CUST19202,Finance
TXN00000398,2026-04-01,ST001,SKU01159,3,264.95,794.85,,Online
TXN00000040,2026-04-01,ST014,SKU01070,1,559.95,559.95,,Finance
TXN00000247,2026-04-01,ST014,SKU01064,1,574.95,574.95,CUST11288,Card
TXN00000320,2026-04-01,ST011,sku01078,1,349.95,349.95,,EFTPOS
TXN00000384,2026-04-01,ST004,SKU01126,1,964.95,964.95,CUST10040,Finance
TXN00000502,2026-04-01,ST010,SKU01236,1,2409.95,2409.95,CUST13758,AfterPay
TXN00000381,2026-04-01,ST009,SKU01245,1,2554.95,2554.95,CUST17528,Finance
TXN00000430,01/04/2026,ST011, SKU01036 ,1,424.95,424.95,CUST17123,Card
TXN00000466,2026-04-01,ST010,SKU01044,1,909.95,909.95,,Card
TXN00000096,2026-04-01,ST009,SKU01094,1,49.95,49.95,,Finance
TXN00000002,2026-04-01,ST005,SKU01057,1,1034.95,1034.95,,EFTPOS
TXN00000593,2026-04-01,ST013,SKU01054,2,454.95,909.9,CUST10424,EFTPOS
TXN00000090,2026-04-01,ST008,SKU01106,1,1759.95,1759.95,CUST11538,Card
TXN00000284,2026-04-01,ST012,SKU01221,1,279.95,279.95,CUST11080,Finance
TXN00000048,2026-04-01,ST010,SKU01058,1,1574.95,1574.95,CUST12385,Card
TXN00000452,2026-04-01,ST002,SKU01181,1,289.95,289.95,CUST18359,Online
TXN00000339,2026-04-01,ST008,SKU01040,1,2109.95,2109.95,CUST12303,AfterPay
TXN00000177,2026-04-01,ST007,SKU01004,1,1034.95,1034.95,,AfterPay
TXN00000577,2026-04-01,ST004, SKU01193 ,1,889.95,889.95,CUST19960,Online
TXN00000138,01/04/2026,ST009,SKU01083,1,129.95,129.95,CUST10420,Finance
TXN00000579,2026-04-01,ST010,SKU01064,1,574.95,574.95,CUST14632,EFTPOS
TXN00000432,2026-04-01,ST004, SKU01184 ,1,249.95,249.95,CUST18967,Card
TXN00000587,2026-04-01,ST008,SKU01239,1,1369.95,1369.95,,EFTPOS
TXN00000270,2026-04-01,ST010,SKU01146,2,404.95,809.9,CUST18495,Online
TXN00000468,2026-04-01,ST014,SKU01253,1,509.95,509.95,CUST11674,Online
TXN00000067,2026-04-01,ST004,SKU01193,1,889.95,889.95,CUST13004,Online
TXN00000539,2026-04-01,ST009,SKU01063,1,169.95,169.95,,Card
TXN00000356,2026-04-01,ST004,SKU01022,1,4399.95,4399.95,CUST13133,Online
TXN00000093,2026-04-01,ST011,SKU01238,2,924.95,1849.9,CUST15023,Finance
TXN00000161,2026-04-01,ST006,SKU01063,1,169.95,169.95,,EFTPOS
TXN00000010,2026-04-01,ST008,SKU01208,1,434.95,434.95,CUST18967,AfterPay
TXN00000036,2026-04-01,ST014,SKU01249,1,1129.95,1129.95,CUST18459,AfterPay
TXN00000353,2026-04-01,ST003,SKU01250,1,1499.95,1499.95,CUST12640,Online
TXN00000536,2026-04-01,ST001,SKU01094,3,49.95,149.85,CUST19923,AfterPay
TXN00000189,2026-04-01,ST011,SKU01178,1,219.95,219.95,CUST17905,AfterPay
